,X,biomarker_ID,main_Xref,assessed_biomarker_entity,biomarker_status,best_biomarker_type,specimen_type,loinc_code,condition_name,assessed_entity_type,evidence_source,notes,system,DOID,Names,rsID
6564,6447,,dbSNP:rs13201294,rs13201294 mutation in  (CD83P1 - RNU6-471P) ,presence of,risk_biomarker,,,lung cancer (DOID:1324),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query=CD83P1 - RNU6-471P,GRCh38,,1324,,rs13201294
6565,6448,,dbSNP:rs13218875,rs13218875 mutation in  (OR2B2 - OR2W6P) ,presence of,risk_biomarker,,,lung cancer (DOID:1324),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query=OR2B2 - OR2W6P,GRCh38,,1324,,rs13218875
6566,6449,,dbSNP:rs149949,rs149949 mutation in  (ZSCAN16-AS1) ,presence of,risk_biomarker,,,lung cancer (DOID:1324),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query=ZSCAN16-AS1,GRCh38,,1324,,rs149949
6567,6450,,dbSNP:rs34878803,rs34878803 mutation in  (PGBD1) ,presence of,risk_biomarker,,,lung cancer (DOID:1324),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query=PGBD1,UPKB:Q96JS3|GRCh38 ,,1324,,rs34878803
6568,6451,,dbSNP:rs12822733,rs12822733 mutation in DNA repair protein RAD52 homolog (RAD52) ,presence of,risk_biomarker,,,lung cancer (DOID:1324),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query=RAD52,UPKB:P43351|GRCh38 ,,1324,DNA repair protein RAD52 homolog,rs12822733
6569,6452,,dbSNP:rs1073160,rs1073160 mutation in  (A2ML1 - PHC1) ,presence of,risk_biomarker,,,lung cancer (DOID:1324),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query=A2ML1 - PHC1,GRCh38,,1324,,rs1073160
6570,6453,,dbSNP:rs77028233,rs77028233 mutation in  (LINC02822) ,presence of,risk_biomarker,,,lung cancer (DOID:1324),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query=LINC02822,GRCh38,,1324,,rs77028233
6571,6454,,dbSNP:rs11571833,rs11571833 mutation in Truncated breast and ovarian cancer susceptibility protein 2 (BRCA2) ,presence of,risk_biomarker,blood (UN:0000178),21640-8,lung cancer (DOID:1324),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query=BRCA2,UPKB:A0A068BC92|GRCh38 ,Bld/Tiss,1324,Truncated breast and ovarian cancer susceptibility protein 2,rs11571833
6572,6455,,dbSNP:rs117823901,rs117823901 mutation in  (LINC00383) ,presence of,risk_biomarker,,,lung cancer (DOID:1324),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query=LINC00383,GRCh38,,1324,,rs117823901
6573,6456,,dbSNP:rs116039120,rs116039120 mutation in  (TMEM179 - LINC02280) ,presence of,risk_biomarker,,,lung cancer (DOID:1324),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query=TMEM179 - LINC02280,GRCh38,,1324,,rs116039120
6574,6457,,dbSNP:rs847245,rs847245 mutation in Regulator of G-protein signaling 6 (RGS6) (S914) (RGS6) ,presence of,risk_biomarker,,,lung cancer (DOID:1324),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query=RGS6,UPKB:P49758|GRCh38 ,,1324,Regulator of G-protein signaling 6 (RGS6) (S914),rs847245
6575,6458,,dbSNP:rs77216150,rs77216150 mutation in Forkhead box protein N3 (FOXN3) ,presence of,risk_biomarker,,,lung cancer (DOID:1324),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query=FOXN3,UPKB:G3V3A7|GRCh38 ,,1324,Forkhead box protein N3,rs77216150
6576,6459,,dbSNP:rs2704201,rs2704201 mutation in Retinal dehydrogenase 2 (ALDH1A2) ,presence of,risk_biomarker,,,lung cancer (DOID:1324),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query=ALDH1A2,UPKB:A0A0G2JL97|GRCh38 ,,1324,Retinal dehydrogenase 2,rs2704201
6577,6460,,dbSNP:rs55853698,rs55853698 mutation in Neuronal acetylcholine receptor subunit alpha-5 (CHRNA5) ,presence of,risk_biomarker,,,lung cancer (DOID:1324),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query=CHRNA5,UPKB:H0YK34|GRCh38 ,,1324,Neuronal acetylcholine receptor subunit alpha-5,rs55853698
6578,6461,,dbSNP:rs3813565,rs3813565 mutation in Neuronal acetylcholine receptor subunit beta-4 (CHRNB4) ,presence of,risk_biomarker,,,lung cancer (DOID:1324),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query=CHRNB4,UPKB:P30926|GRCh38 ,,1324,Neuronal acetylcholine receptor subunit beta-4,rs3813565
6579,6462,,dbSNP:rs145474218,rs145474218 mutation in  (LINC02254) ,presence of,risk_biomarker,,,lung cancer (DOID:1324),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query=LINC02254,GRCh38,,1324,,rs145474218
6580,6463,,dbSNP:rs8049634,rs8049634 mutation in Adenosine deaminase domain-containing protein 2 (ADAD2) ,presence of,risk_biomarker,,,lung cancer (DOID:1324),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query=ADAD2,UPKB:H3BNP6|GRCh38 ,,1324,Adenosine deaminase domain-containing protein 2,rs8049634
6581,6464,,dbSNP:rs140394255,rs140394255 mutation in  (UBE2G1 - SPNS3) ,presence of,risk_biomarker,,,lung cancer (DOID:1324),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query=UBE2G1 - SPNS3,GRCh38,,1324,,rs140394255
6582,6465,,dbSNP:rs12981718,rs12981718 mutation in  (VSTM1 - TARM1) ,presence of,risk_biomarker,,,lung cancer (DOID:1324),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query=VSTM1 - TARM1,GRCh38,,1324,,rs12981718
6583,6466,,dbSNP:rs7534220,rs7534220 mutation in  (RTCA-AS1) ,presence of,risk_biomarker,,,lung cancer (DOID:1324),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query=RTCA-AS1,GRCh38,,1324,,rs7534220
6584,6467,,dbSNP:rs116480793,rs116480793 mutation in Prelamin-A/C (LMNA) ,presence of,risk_biomarker,blood (UN:0000178),35297-1,lung cancer (DOID:1324),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query=LMNA,UPKB:A0A6Q8PFJ0|GRCh38 ,Bld/Tiss,1324,Prelamin-A/C,rs116480793
6585,6468,,dbSNP:rs144503462,rs144503462 mutation in  (SEPTIN14P21) ,presence of,risk_biomarker,,,lung cancer (DOID:1324),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query=SEPTIN14P21,GRCh38,,1324,,rs144503462
6586,6469,,dbSNP:rs10436951,rs10436951 mutation in Centrosomal protein of 170 kDa (CEP170) ,presence of,risk_biomarker,,,lung cancer (DOID:1324),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query=CEP170,UPKB:E7EMW0|GRCh38 ,,1324,Centrosomal protein of 170 kDa,rs10436951
6587,6470,,dbSNP:rs117105675,rs117105675 mutation in  (NA - ACTRT2) ,presence of,risk_biomarker,,,lung cancer (DOID:1324),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query=NA - ACTRT2,GRCh38,,1324,,rs117105675
6588,6471,,dbSNP:rs71658797,rs71658797 mutation in Adenylate kinase isoenzyme 5 (AK 5) (EC 2.7.4.3) (EC 2.7.4.6) (ATP-AMP transphosphorylase 5) (AK5) ,presence of,risk_biomarker,,,lung cancer (DOID:1324),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query=AK5,UPKB:Q9Y6K8|GRCh38 ,,1324,Adenylate kinase isoenzyme 5 (AK 5) (EC 2.7.4.3) (EC 2.7.4.6) (ATP-AMP transphosphorylase 5),rs71658797
6589,6472,,dbSNP:rs34517439,rs34517439 mutation in PDZ domain-containing protein GIPC2 (GIPC2) ,presence of,risk_biomarker,,,lung cancer (DOID:1324),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query=GIPC2,UPKB:Q8TF65|GRCh38 ,,1324,PDZ domain-containing protein GIPC2,rs34517439
6590,6473,,dbSNP:rs34517439,rs34517439 mutation in DnaJ homolog subfamily B member 4 ( DNAJB4) ,presence of,risk_biomarker,,,lung cancer (DOID:1324),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query= DNAJB4,UPKB:C9JUL4|GRCh38 ,,1324,DnaJ homolog subfamily B member 4,rs34517439
6591,6474,,dbSNP:rs17391694,rs17391694 mutation in  (GIPC2 - RNFT1P2) ,presence of,risk_biomarker,,,lung cancer (DOID:1324),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query=GIPC2 - RNFT1P2,GRCh38,,1324,,rs17391694
6592,6475,,dbSNP:rs6700362,rs6700362 mutation in Prostaglandin F2-alpha receptor (PGF receptor) (PGF2-alpha receptor) (Prostanoid FP receptor) (PTGFR) ,presence of,risk_biomarker,,,lung cancer (DOID:1324),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query=PTGFR,UPKB:P43088|GRCh38 ,,1324,Prostaglandin F2-alpha receptor (PGF receptor) (PGF2-alpha receptor) (Prostanoid FP receptor),rs6700362
6593,6476,,dbSNP:rs116551911,rs116551911 mutation in receptor protein-tyrosine kinase (EC 2.7.10.1) (DDR1) ,presence of,risk_biomarker,,,lung cancer (DOID:1324),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query=DDR1,UPKB:A0A0A0MSX3|GRCh38 ,,1324,receptor protein-tyrosine kinase (EC 2.7.10.1),rs116551911
6594,6477,,dbSNP:rs116551911,rs116551911 mutation in receptor protein-tyrosine kinase (EC 2.7.10.1) ( DDR1) ,presence of,risk_biomarker,,,lung cancer (DOID:1324),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query= DDR1,UPKB:A0A0A0MSX3|GRCh38 ,,1324,receptor protein-tyrosine kinase (EC 2.7.10.1),rs116551911
6595,6478,,dbSNP:rs116551911,rs116551911 mutation in receptor protein-tyrosine kinase (EC 2.7.10.1) ( DDR1) ,presence of,risk_biomarker,,,lung cancer (DOID:1324),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query= DDR1,UPKB:A0A0A0MSX3|GRCh38 ,,1324,receptor protein-tyrosine kinase (EC 2.7.10.1),rs116551911
6596,6479,,dbSNP:rs116551911,rs116551911 mutation in receptor protein-tyrosine kinase (EC 2.7.10.1) ( DDR1) ,presence of,risk_biomarker,,,lung cancer (DOID:1324),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query= DDR1,UPKB:A0A0A0MSX3|GRCh38 ,,1324,receptor protein-tyrosine kinase (EC 2.7.10.1),rs116551911
6597,6480,,dbSNP:rs116551911,rs116551911 mutation in receptor protein-tyrosine kinase (EC 2.7.10.1) ( DDR1) ,presence of,risk_biomarker,,,lung cancer (DOID:1324),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query= DDR1,UPKB:A0A0A0MSX3|GRCh38 ,,1324,receptor protein-tyrosine kinase (EC 2.7.10.1),rs116551911
6598,6481,,dbSNP:rs116551911,rs116551911 mutation in receptor protein-tyrosine kinase (EC 2.7.10.1) ( DDR1) ,presence of,risk_biomarker,,,lung cancer (DOID:1324),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query= DDR1,UPKB:A0A0A0MSX3|GRCh38 ,,1324,receptor protein-tyrosine kinase (EC 2.7.10.1),rs116551911
6599,6482,,dbSNP:rs2233956,rs2233956 mutation in  (C6orf15 - PSORS1C1) ,presence of,risk_biomarker,,,lung cancer (DOID:1324),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query=C6orf15 - PSORS1C1,GRCh38,,1324,,rs2233956
6600,6483,,dbSNP:rs2596500,rs2596500 mutation in  (LINC02571 - HLA-B) ,presence of,risk_biomarker,,,lung cancer (DOID:1324),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query=LINC02571 - HLA-B,GRCh38,,1324,,rs2596500
6601,6484,,dbSNP:rs114002231,rs114002231 mutation in  (LINC01149 - HCP5) ,presence of,risk_biomarker,,,lung cancer (DOID:1324),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query=LINC01149 - HCP5,GRCh38,,1324,,rs114002231
6602,6485,,dbSNP:rs139789464,rs139789464 mutation in Apolipoprotein M (APOM) ,presence of,risk_biomarker,,,lung cancer (DOID:1324),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query=APOM,UPKB:Q5SRP5|GRCh38 ,,1324,Apolipoprotein M,rs139789464
6603,6486,,dbSNP:rs139789464,rs139789464 mutation in Apolipoprotein M ( APOM) ,presence of,risk_biomarker,,,lung cancer (DOID:1324),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query= APOM,UPKB:Q5SRP5|GRCh38 ,,1324,Apolipoprotein M,rs139789464
6604,6487,,dbSNP:rs139789464,rs139789464 mutation in Apolipoprotein M ( APOM) ,presence of,risk_biomarker,,,lung cancer (DOID:1324),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query= APOM,UPKB:Q5SRP5|GRCh38 ,,1324,Apolipoprotein M,rs139789464
6605,6488,,dbSNP:rs139789464,rs139789464 mutation in Apolipoprotein M ( APOM) ,presence of,risk_biomarker,,,lung cancer (DOID:1324),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query= APOM,UPKB:Q5SRP5|GRCh38 ,,1324,Apolipoprotein M,rs139789464
6606,6489,,dbSNP:rs139789464,rs139789464 mutation in Apolipoprotein M ( APOM) ,presence of,risk_biomarker,,,lung cancer (DOID:1324),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query= APOM,UPKB:Q5SRP5|GRCh38 ,,1324,Apolipoprotein M,rs139789464
6607,6490,,dbSNP:rs139789464,rs139789464 mutation in Apolipoprotein M ( APOM) ,presence of,risk_biomarker,,,lung cancer (DOID:1324),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query= APOM,UPKB:Q5SRP5|GRCh38 ,,1324,Apolipoprotein M,rs139789464
6608,6491,,dbSNP:rs501942,rs501942 mutation in Choline transporter-like protein (SLC44A4) ,presence of,risk_biomarker,,,lung cancer (DOID:1324),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query=SLC44A4,UPKB:A0A0G2JIN1|GRCh38 ,,1324,Choline transporter-like protein,rs501942
6609,6492,,dbSNP:rs501942,rs501942 mutation in Choline transporter-like protein ( SLC44A4) ,presence of,risk_biomarker,,,lung cancer (DOID:1324),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query= SLC44A4,UPKB:A0A0G2JIN1|GRCh38 ,,1324,Choline transporter-like protein,rs501942
6610,6493,,dbSNP:rs501942,rs501942 mutation in Choline transporter-like protein ( SLC44A4) ,presence of,risk_biomarker,,,lung cancer (DOID:1324),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query= SLC44A4,UPKB:A0A0G2JIN1|GRCh38 ,,1324,Choline transporter-like protein,rs501942
6611,6494,,dbSNP:rs501942,rs501942 mutation in Choline transporter-like protein ( SLC44A4) ,presence of,risk_biomarker,,,lung cancer (DOID:1324),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query= SLC44A4,UPKB:A0A0G2JIN1|GRCh38 ,,1324,Choline transporter-like protein,rs501942
6612,6495,,dbSNP:rs501942,rs501942 mutation in Choline transporter-like protein ( SLC44A4) ,presence of,risk_biomarker,,,lung cancer (DOID:1324),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query= SLC44A4,UPKB:A0A0G2JIN1|GRCh38 ,,1324,Choline transporter-like protein,rs501942
6613,6496,,dbSNP:rs501942,rs501942 mutation in Choline transporter-like protein ( SLC44A4) ,presence of,risk_biomarker,,,lung cancer (DOID:1324),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query= SLC44A4,UPKB:A0A0G2JIN1|GRCh38 ,,1324,Choline transporter-like protein,rs501942
6614,6497,,dbSNP:rs501942,rs501942 mutation in Choline transporter-like protein ( SLC44A4) ,presence of,risk_biomarker,,,lung cancer (DOID:1324),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query= SLC44A4,UPKB:A0A0G2JIN1|GRCh38 ,,1324,Choline transporter-like protein,rs501942
6615,6498,,dbSNP:rs144433536,rs144433536 mutation in Tenascin-X (TNXB) ,presence of,risk_biomarker,,,lung cancer (DOID:1324),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query=TNXB,UPKB:A0A087WWA5|GRCh38 ,,1324,Tenascin-X,rs144433536
6616,6499,,dbSNP:rs144433536,rs144433536 mutation in Tenascin-X ( TNXB) ,presence of,risk_biomarker,,,lung cancer (DOID:1324),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query= TNXB,UPKB:A0A087WWA5|GRCh38 ,,1324,Tenascin-X,rs144433536
6617,6500,,dbSNP:rs147151648,rs147151648 mutation in  (TSBP1-AS1) ,presence of,risk_biomarker,,,lung cancer (DOID:1324),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query=TSBP1-AS1,GRCh38,,1324,,rs147151648
6618,6501,,dbSNP:rs115100928,rs115100928 mutation in  (TSBP1-AS1 - HLA-DRA) ,presence of,risk_biomarker,,,lung cancer (DOID:1324),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query=TSBP1-AS1 - HLA-DRA,GRCh38,,1324,,rs115100928
6619,6502,,dbSNP:rs115819854,rs115819854 mutation in  (HLA-DQB1 - MTCO3P1) ,presence of,risk_biomarker,,,lung cancer (DOID:1324),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query=HLA-DQB1 - MTCO3P1,GRCh38,,1324,,rs115819854
6620,6503,,dbSNP:rs7383287,"rs7383287 mutation in HLA class II histocompatibility antigen, DO beta chain (MHC class II antigen DOB) (HLA-DOB) ",presence of,risk_biomarker,,,lung cancer (DOID:1324),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query=HLA-DOB,UPKB:P13765|GRCh38 ,,1324,"HLA class II histocompatibility antigen, DO beta chain (MHC class II antigen DOB)",rs7383287
6621,6504,,dbSNP:rs7383287,"rs7383287 mutation in HLA class II histocompatibility antigen, DO beta chain (MHC class II antigen DOB) ( HLA-DOB) ",presence of,risk_biomarker,,,lung cancer (DOID:1324),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query= HLA-DOB,UPKB:P13765|GRCh38 ,,1324,"HLA class II histocompatibility antigen, DO beta chain (MHC class II antigen DOB)",rs7383287
6622,6505,,dbSNP:rs7383287,"rs7383287 mutation in HLA class II histocompatibility antigen, DO beta chain (MHC class II antigen DOB) ( HLA-DOB) ",presence of,risk_biomarker,,,lung cancer (DOID:1324),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query= HLA-DOB,UPKB:P13765|GRCh38 ,,1324,"HLA class II histocompatibility antigen, DO beta chain (MHC class II antigen DOB)",rs7383287
6623,6506,,dbSNP:rs7383287,"rs7383287 mutation in HLA class II histocompatibility antigen, DO beta chain (MHC class II antigen DOB) ( HLA-DOB) ",presence of,risk_biomarker,,,lung cancer (DOID:1324),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query= HLA-DOB,UPKB:P13765|GRCh38 ,,1324,"HLA class II histocompatibility antigen, DO beta chain (MHC class II antigen DOB)",rs7383287
6624,6507,,dbSNP:rs7383287,"rs7383287 mutation in HLA class II histocompatibility antigen, DO beta chain (MHC class II antigen DOB) ( HLA-DOB) ",presence of,risk_biomarker,,,lung cancer (DOID:1324),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query= HLA-DOB,UPKB:P13765|GRCh38 ,,1324,"HLA class II histocompatibility antigen, DO beta chain (MHC class II antigen DOB)",rs7383287
6625,6508,,dbSNP:rs7383287,"rs7383287 mutation in HLA class II histocompatibility antigen, DO beta chain (MHC class II antigen DOB) ( HLA-DOB) ",presence of,risk_biomarker,,,lung cancer (DOID:1324),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query= HLA-DOB,UPKB:P13765|GRCh38 ,,1324,"HLA class II histocompatibility antigen, DO beta chain (MHC class II antigen DOB)",rs7383287
6626,6509,,dbSNP:rs115447191,rs115447191 mutation in MHC class II antigen (HLA-DPA1) ,presence of,risk_biomarker,blood (UN:0000178),59018-2,lung cancer (DOID:1324),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query=HLA-DPA1,UPKB:A0A140C6V4|GRCh38 ,Bld/Tiss,1324,MHC class II antigen,rs115447191
6627,6510,,dbSNP:rs115447191,rs115447191 mutation in MHC class II antigen ( HLA-DPA1) ,presence of,risk_biomarker,,,lung cancer (DOID:1324),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query= HLA-DPA1,UPKB:A0A140C6V4|GRCh38 ,,1324,MHC class II antigen,rs115447191
6628,6511,,dbSNP:rs115447191,rs115447191 mutation in MHC class II antigen ( HLA-DPA1) ,presence of,risk_biomarker,,,lung cancer (DOID:1324),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query= HLA-DPA1,UPKB:A0A140C6V4|GRCh38 ,,1324,MHC class II antigen,rs115447191
6629,6512,,dbSNP:rs115447191,rs115447191 mutation in MHC class II antigen ( HLA-DPA1) ,presence of,risk_biomarker,,,lung cancer (DOID:1324),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query= HLA-DPA1,UPKB:A0A140C6V4|GRCh38 ,,1324,MHC class II antigen,rs115447191
6630,6513,,dbSNP:rs115447191,rs115447191 mutation in MHC class II antigen ( HLA-DPA1) ,presence of,risk_biomarker,,,lung cancer (DOID:1324),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query= HLA-DPA1,UPKB:A0A140C6V4|GRCh38 ,,1324,MHC class II antigen,rs115447191
6631,6514,,dbSNP:rs115447191,rs115447191 mutation in MHC class II antigen ( HLA-DPA1) ,presence of,risk_biomarker,,,lung cancer (DOID:1324),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query= HLA-DPA1,UPKB:A0A140C6V4|GRCh38 ,,1324,MHC class II antigen,rs115447191
6632,6515,,dbSNP:rs115447191,rs115447191 mutation in MHC class II antigen ( HLA-DPA1) ,presence of,risk_biomarker,,,lung cancer (DOID:1324),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query= HLA-DPA1,UPKB:A0A140C6V4|GRCh38 ,,1324,MHC class II antigen,rs115447191
6633,6516,,dbSNP:rs114738294,rs114738294 mutation in  (MYL12BP3 - LYPLA2P1) ,presence of,risk_biomarker,,,lung cancer (DOID:1324),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query=MYL12BP3 - LYPLA2P1,GRCh38,,1324,,rs114738294
6634,6517,,dbSNP:rs62389424,rs62389424 mutation in  (IRF4 - EXOC2) ,presence of,risk_biomarker,,,lung cancer (DOID:1324),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query=IRF4 - EXOC2,GRCh38,,1324,,rs62389424
6635,6518,,dbSNP:rs118087489,rs118087489 mutation in  (NA - RN7SL643P) ,presence of,risk_biomarker,,,lung cancer (DOID:1324),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query=NA - RN7SL643P,GRCh38,,1324,,rs118087489
6636,6519,,dbSNP:rs146204659,rs146204659 mutation in  (RNU6-162P - TCAF1P1) ,presence of,risk_biomarker,,,lung cancer (DOID:1324),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query=RNU6-162P - TCAF1P1,GRCh38,,1324,,rs146204659
6637,6520,,dbSNP:rs3944100,rs3944100 mutation in Aryl hydrocarbon receptor (AHR) ,presence of,risk_biomarker,,,lung cancer (DOID:1324),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query=AHR,UPKB:A0A2R8Y7G1|GRCh38 ,,1324,Aryl hydrocarbon receptor,rs3944100
6638,6521,,dbSNP:rs2877187,rs2877187 mutation in  (MRPL32 - Y_RNA) ,presence of,risk_biomarker,,,lung cancer (DOID:1324),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query=MRPL32 - Y_RNA,GRCh38,,1324,,rs2877187
6639,6522,,dbSNP:rs56212584,rs56212584 mutation in Polypeptide N-acetylgalactosaminyltransferase (EC 2.4.1.-) (Protein-UDP acetylgalactosaminyltransferase) (GALNT17) ,presence of,risk_biomarker,,,lung cancer (DOID:1324),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query=GALNT17,UPKB:A0A087WV18|GRCh38 ,,1324,Polypeptide N-acetylgalactosaminyltransferase (EC 2.4.1.-) (Protein-UDP acetylgalactosaminyltransferase),rs56212584
6640,6523,,dbSNP:rs139328189,rs139328189 mutation in  (TP53TG1) ,presence of,risk_biomarker,,,lung cancer (DOID:1324),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query=TP53TG1,GRCh38,,1324,,rs139328189
6641,6524,,dbSNP:rs144706282,rs144706282 mutation in  (ADCY8 - NA) ,presence of,risk_biomarker,,,lung cancer (DOID:1324),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query=ADCY8 - NA,GRCh38,,1324,,rs144706282
6642,6525,,dbSNP:rs3816788,rs3816788 mutation in Exportin-7 (XPO7) ,presence of,risk_biomarker,,,lung cancer (DOID:1324),gene,GWAS Catalog|https://www.ebi.ac.uk/gwas/search?query=XPO7,UPKB:E7ESC6|GRCh38 ,,1324,Exportin-7,rs3816788
